"","scientificName","WKT","institutionCode","basisOfRecord","occurrenceID","catalogNumber","eventDate","year","month","day","georeferenceVerificationStatus","kingdom","phylum","class","order","family","scientific_name","subgenus","accepted_name","decimalLatitude","decimalLongitude"
"669","Megachile townsendiana Cockerell, 1898","POINT (-115.55332 34.07333)","USDA-ARS","PRESERVED_SPECIMEN","658926104","BBSL519626","1987-09-27T00:00:00",1987,9,27,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile townsendiana",NA,"Megachile townsendiana",34.07333,-115.55332
"670","Megachile concinna Smith, 1879","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658929246","BBSL311331","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile concinna",NA,"Megachile concinna",36,-116
"671","Megachile alata Mitchell, 1934","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658934501","112689","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile alata",NA,"Megachile alata",35,-115
"672","Megachile subnigra Cresson, 1879","POINT (-116.49603 34.15608)","USDA-ARS","PRESERVED_SPECIMEN","658936932","KWC0008640","1982-05-21T00:00:00",1982,5,21,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile subnigra",NA,"Megachile subnigra",34.15608,-116.49603
"673","Melissodes thelypodii thelypodii","POINT (-117.4514 34.3284)","USDA-ARS","PRESERVED_SPECIMEN","658952619","BBSL512079","1954-08-17T00:00:00",1954,8,17,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes thelypodii",NA,"Melissodes thelypodii",34.3284,-117.4514
"674","Perdita albihirta Timberlake, 1954","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","659021189","106452","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita albihirta",NA,"Perdita albihirta",35,-116
"675","Perdita genalis genalis","POINT (-117.2412 36.2441)","USDA-ARS","PRESERVED_SPECIMEN","659054372","155811","1937-05-29T00:00:00",1937,5,29,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita genalis",NA,"Perdita genalis",36.2441,-117.2412
"676","Perdita glabrescens Timberlake, 1962","POINT (-116.3715 35.6946)","USDA-ARS","PRESERVED_SPECIMEN","659066667","BBSL326364","1999-05-04T00:00:00",1999,5,4,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita glabrescens",NA,"Perdita glabrescens",35.6946,-116.3715
"677","Perdita nevadensis nevadensis","POINT (-116.268 34.9009)","USDA-ARS","PRESERVED_SPECIMEN","659091425","32837","1979-07-26T00:00:00",1979,7,26,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita nevadensis",NA,"Perdita nevadensis",34.9009,-116.268
"678","Stelis montana Cresson, 1864","POINT (-117.8134 34.4393)","USDA-ARS","PRESERVED_SPECIMEN","659104187","29390","1940-04-21T00:00:00",1940,4,21,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Stelis montana",NA,"Stelis montana",34.4393,-117.8134
"679","Stelis palmarum Timberlake, 1941","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659104745","BBSL278898","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Stelis palmarum",NA,"Stelis palmarum",36,-116
"680","Perdita rhodogastra Timberlake, 1954","POINT (-116 34)","USDA-ARS","PRESERVED_SPECIMEN","723748044","BBSL817854","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita rhodogastra",NA,"Perdita rhodogastra",34,-116
"681","Andrena subtrita Cockerell, 1910","POINT (-118.1723 35.055)","USDA-ARS","PRESERVED_SPECIMEN","658537001","BBSL192491","1936-04-10T00:00:00",1936,4,10,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena subtrita",NA,"Andrena subtrita",35.055,-118.1723
"682","Andrena taeniata Viereck, 1917","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658538703","101021","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena taeniata",NA,"Andrena taeniata",35,-115
"683","Anthophora erythrothorax Michener, 1936","POINT (-117.822 34.4295)","USDA-ARS","PRESERVED_SPECIMEN","658558341","BBSL502592","1965-09-30T00:00:00",1965,9,30,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora erythrothorax",NA,"Anthophora erythrothorax",34.4295,-117.822
"684","Anthophora exigua Cresson, 1879","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","658558404","100160","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora exigua",NA,"Anthophora exigua",35,-116
"685","Ashmeadiella australis (Cockerell, 1902)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658582579","BBSL638176","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Ashmeadiella australis",NA,"Ashmeadiella australis",36,-116
"686","Andrena saccata Viereck, 1904","POINT (-117.59448 35.62404)","USDA-ARS","PRESERVED_SPECIMEN","658616968","166699","1959-03-31T00:00:00",1959,3,31,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena saccata",NA,"Andrena saccata",35.62404,-117.59448
"687","Atoposmia namatophila (Michener, 1954)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658635624","BBSL671569","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Atoposmia namatophila",NA,"Atoposmia namatophila",35,-115
"688","Colletes perileucus Cockerell, 1924","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","658746243","100671","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Colletes perileucus",NA,"Colletes perileucus",35,-116
"689","Colletes kincaidii Cockerell, 1898","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658747567","BBSL300931","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Colletes kincaidii",NA,"Colletes kincaidii",36,-116
"690","Hesperapis arenicola Crawford, 1917","POINT (-116.6986 34.8159)","USDA-ARS","PRESERVED_SPECIMEN","658802871","BBSL192605","1949-04-15T00:00:00",1949,4,15,"","Animalia","Arthropoda","Insecta","Hymenoptera","Melittidae","Hesperapis arenicola",NA,"Hesperapis arenicola",34.8159,-116.6986
"691","Hoplitis sambuci Titus, 1904","POINT (-116.49603 34.15608)","USDA-ARS","PRESERVED_SPECIMEN","658811132","KWC0005583","1983-06-06T00:00:00",1983,6,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis sambuci",NA,"Hoplitis sambuci",34.15608,-116.49603
"692","Hoplitis howardi (Cockerell, 1910)","POINT (-116.5578 34.0014)","USDA-ARS","PRESERVED_SPECIMEN","658813329","KWC0006724","1987-03-28T00:00:00",1987,3,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis howardi",NA,"Hoplitis howardi",34.0014,-116.5578
"693","Hoplitis nigrella (Michener, 1954)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658817622","105863","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis nigrella",NA,"Hoplitis nigrella",35,-115
"694","Hoplitis shoshone (Parker, 1976)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658817893","105866","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis shoshone",NA,"Hoplitis shoshone",35,-115
"695","Hoplitis xerophila (Cockerell, 1935)","POINT (-116.05 34.20833)","USDA-ARS","PRESERVED_SPECIMEN","658818018","KWC0006338","1984-04-12T00:00:00",1984,4,12,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis xerophila",NA,"Hoplitis xerophila",34.20833,-116.05
"696","Hylaeus cookii (Metz, 1911)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658826019","98176","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Hylaeus cookii",NA,"Hylaeus cookii",35,-115
"697","Megachile palmensis Mitchell, 1934","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658936062","BBSL289635","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile palmensis",NA,"Megachile palmensis",35,-115
"698","Melecta pacifica Cresson, 1879","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658942407","BBSL540885","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melecta pacifica",NA,"Melecta pacifica",36,-116
"699","Melecta pacifica pacifica","POINT (-117.57227 34.4261)","USDA-ARS","PRESERVED_SPECIMEN","658942597","KWC0012910","1982-05-12T00:00:00",1982,5,12,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melecta pacifica",NA,"Melecta pacifica",34.4261,-117.57227
"700","Nomada crotchii crotchii","POINT (-118.13673 34.69804)","USDA-ARS","PRESERVED_SPECIMEN","658957069","BBSL520371","1936-04-10T00:00:00",1936,4,10,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada crotchii",NA,"Nomada crotchii",34.69804,-118.13673
"701","Osmia cara Cockerell, 1910","POINT (-117.3125 34.30472)","USDA-ARS","PRESERVED_SPECIMEN","658985996","KWC0002946","1987-06-07T00:00:00",1987,6,7,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia cara",NA,"Osmia cara",34.30472,-117.3125
"702","Peponapis timberlakei Hurd & Linsley, 1964","POINT (-116.05 34.13)","USDA-ARS","PRESERVED_SPECIMEN","659017926","BBSL511849","1946-09-05T00:00:00",1946,9,5,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Peponapis timberlakei",NA,"Peponapis timberlakei",34.13,-116.05
"703","Perdita polycarpae Timberlake, 1954","POINT (-114.82773 35.04955)","USDA-ARS","PRESERVED_SPECIMEN","659022975","141624","1983-10-18T00:00:00",1983,10,18,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita polycarpae",NA,"Perdita polycarpae",35.04955,-114.82773
"704","Perdita arenaria Timberlake, 1954","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","659024225","106247","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita arenaria",NA,"Perdita arenaria",35,-116
"705","Perdita bridwelli Timberlake, 1960","POINT (-117.6607 37.1108)","USDA-ARS","PRESERVED_SPECIMEN","659033036","102428","1995-05-16T00:00:00",1995,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita bridwelli",NA,"Perdita bridwelli",37.1108,-117.6607
"706","Perdita prosopidis Timberlake, 1964","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659055780","BBSL283089","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita prosopidis",NA,"Perdita prosopidis",36,-116
"707","Perdita tortifoliae Cockerell, 1906","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","659060540","106201","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita tortifoliae",NA,"Perdita tortifoliae",35,-115
"708","Perdita aureovittata Cockerell, 1916","POINT (-118.6059 34.776)","USDA-ARS","PRESERVED_SPECIMEN","659091681","142021","1976-04-28T00:00:00",1976,4,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita aureovittata",NA,"Perdita aureovittata",34.776,-118.6059
"709","Stelis laticincta Cresson, 1878","POINT (-116.06473 35.10553)","USDA-ARS","PRESERVED_SPECIMEN","659102930","Berk0479","1917-07-09T00:00:00",1917,7,9,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Stelis laticincta",NA,"Stelis laticincta",35.10553,-116.06473
"710","Svastra helianthelli (Cockerell, 1905)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","659105207","BBSL222693","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Svastra helianthelli",NA,"Svastra helianthelli",35,-115
"711","Svastra obliqua obliqua","POINT (-116.22 35.84)","USDA-ARS","PRESERVED_SPECIMEN","659105504","BBSL699956","1993-09-15T00:00:00",1993,9,15,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Svastra obliqua",NA,"Svastra obliqua",35.84,-116.22
"712","Agapanthinus callophilus (Cockerell, 1923)","POINT (-117.8574 36.7587)","USDA-ARS","PRESERVED_SPECIMEN","659108844","BBSL326339","1999-05-21T00:00:00",1999,5,21,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Agapanthinus callophilus",NA,"Agapanthinus callophilus",36.7587,-117.8574
"713","Andrena sperryi (Cockerell, 1937)","POINT (-116.93 36.75)","USDA-ARS","PRESERVED_SPECIMEN","658622441","BBSL274386","1998-04-19T00:00:00",1998,4,19,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena sperryi",NA,"Andrena sperryi",36.75,-116.93
"714","Andrena submoesta Viereck, 1917","POINT (-118.13673 34.69804)","USDA-ARS","PRESERVED_SPECIMEN","658622522","BBSL186285","1936-04-10T00:00:00",1936,4,10,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena submoesta",NA,"Andrena submoesta",34.69804,-118.13673
"715","Andrena baeriae Timberlake, 1941","POINT (-118.1719 34.8743)","USDA-ARS","PRESERVED_SPECIMEN","658624403","BBSL186891","1935-05-27T00:00:00",1935,5,27,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena baeriae",NA,"Andrena baeriae",34.8743,-118.1719
"716","Bombus sonorus Say, 1837","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658659243","BBSL531658","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus sonorus",NA,"Bombus sonorus",36,-116
"717","Colletes fulgidus fulgidus","POINT (-118.6059 34.776)","USDA-ARS","PRESERVED_SPECIMEN","658747452","BBSL352481","1984-05-11T00:00:00",1984,5,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Colletes fulgidus",NA,"Colletes fulgidus",34.776,-118.6059
"718","Diadasia sphaeralcearum Cockerell, 1905","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658758694","BBSL311702","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Diadasia sphaeralcearum",NA,"Diadasia sphaeralcearum",36,-116
"719","Dianthidium pudicum consimile (Ashmead, 1896)","POINT (-117.57227 34.4261)","USDA-ARS","PRESERVED_SPECIMEN","658762013","KWC0010355","1980-06-15T00:00:00",1980,6,15,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Dianthidium pudicum",NA,"Dianthidium pudicum",34.4261,-117.57227
"720","Dioxys pomonae Cockerell, 1910","POINT (-116.05 34.20833)","USDA-ARS","PRESERVED_SPECIMEN","658765290","KWC0008830","1985-04-09T00:00:00",1985,4,9,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Dioxys pomonae",NA,"Dioxys pomonae",34.20833,-116.05
"721","Triepeolus grindeliae Cockerell, 1907","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658766361","112004","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Triepeolus grindeliae",NA,"Triepeolus grindeliae",35,-115
"722","Eucera actuosa (Cresson, 1879)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658775910","BBSL281183","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Eucera actuosa",NA,"Eucera actuosa",35,-115
"723","Hoplitis semirubra (Cockerell, 1898)","POINT (-117.26917 34.33806)","USDA-ARS","PRESERVED_SPECIMEN","658817841","KWC0006501","1985-05-01T00:00:00",1985,5,1,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis semirubra",NA,"Hoplitis semirubra",34.33806,-117.26917
"724","Megachile pugnata Say, 1837","POINT (-117.5542 36.31137)","USDA-ARS","PRESERVED_SPECIMEN","658939486","BBSL520093","1934-07-14T00:00:00",1934,7,14,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile pugnata",NA,"Megachile pugnata",36.31137,-117.5542
"725","Nomada edwardsii Cresson, 1878","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658957783","BBSL670829","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada edwardsii",NA,"Nomada edwardsii",35,-115
"726","Osmia aglaia Sandhouse, 1939","POINT (-117.3125 34.30472)","USDA-ARS","PRESERVED_SPECIMEN","658978492","KWC0001886","1987-06-07T00:00:00",1987,6,7,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia aglaia",NA,"Osmia aglaia",34.30472,-117.3125
"727","Perdita flavicauda Timberlake, 1960","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","659034894","105929","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita flavicauda",NA,"Perdita flavicauda",35,-116
"728","Perdita eriastri Timberlake, 1964","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659040707","BBSL275350","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita eriastri",NA,"Perdita eriastri",36,-116
"729","Perdita cuspidata Timberlake, 1964","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","659053091","BBSL276764","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita cuspidata",NA,"Perdita cuspidata",35,-115
"730","Perdita mucronata Timberlake, 1956","POINT (-115.8217 33.7469)","USDA-ARS","PRESERVED_SPECIMEN","659092098","142261","1963-04-11T00:00:00",1963,4,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita mucronata",NA,"Perdita mucronata",33.7469,-115.8217
"731","Trachusa autumnalis (Snelling, 1966)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","659106173","105165","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Trachusa autumnalis",NA,"Trachusa autumnalis",35,-115
"732","Osmia inurbana Cresson, 1878","POINT (-118.06 36.6)","USDA-ARS","PRESERVED_SPECIMEN","723968461","BBSLID82063","1937-06-07T00:00:00",1937,6,7,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia inurbana",NA,"Osmia inurbana",36.6,-118.06
"733","Andrena cleodora melanodora Cockerell, 1932","POINT (-118.06 36.6)","USDA-ARS","PRESERVED_SPECIMEN","658539720","BBSL193570","1937-06-18T00:00:00",1937,6,18,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena cleodora",NA,"Andrena cleodora",36.6,-118.06
"734","Anthophorula albovestita (Timberlake, 1947)","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","658573777","101768","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophorula albovestita",NA,"Anthophorula albovestita",35,-116
"735","Anthophorula torticornis (Cockerell, 1927)","POINT (-117.23754 34.34139)","USDA-ARS","PRESERVED_SPECIMEN","658574884","BBSL508785","1936-05-05T00:00:00",1936,5,5,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophorula torticornis",NA,"Anthophorula torticornis",34.34139,-117.23754
"736","Ashmeadiella vandykiella Michener, 1949","POINT (-117.08 36.84)","USDA-ARS","PRESERVED_SPECIMEN","658597140","70768","1993-04-18T00:00:00",1993,4,18,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Ashmeadiella vandykiella",NA,"Ashmeadiella vandykiella",36.84,-117.08
"737","Andrena miserabilis Cresson, 1872","POINT (-114.61413 34.84805)","USDA-ARS","PRESERVED_SPECIMEN","658625094","BBSL187211","1964-05-03T00:00:00",1964,5,3,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena miserabilis",NA,"Andrena miserabilis",34.84805,-114.61413
"738","Atoposmia phaceliarum (Cockerell, 1935)","POINT (-115.70967 34.11367)","USDA-ARS","PRESERVED_SPECIMEN","658635912","KWC0005626","1988-04-03T00:00:00",1988,4,3,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Atoposmia phaceliarum",NA,"Atoposmia phaceliarum",34.11367,-115.70967
"739","Dianthidium marshi Grigarick & Stange, 1964","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","658760535","112779","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Dianthidium marshi",NA,"Dianthidium marshi",35,-116
"740","Triepeolus loomisorum Rozen, 1989","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658766566","112007","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Triepeolus loomisorum",NA,"Triepeolus loomisorum",35,-115
"741","Habropoda morrisoni (Cresson, 1879)","POINT (-117.6671 37.0702)","USDA-ARS","PRESERVED_SPECIMEN","658784386","BBSL340528","1999-05-11T00:00:00",1999,5,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Habropoda morrisoni",NA,"Habropoda morrisoni",37.0702,-117.6671
"742","Hoplitis reducta (Timberlake & Michener, 1950)","POINT (-117.9005 34.4782)","USDA-ARS","PRESERVED_SPECIMEN","658817730","BBSL258200","1977-05-01T00:00:00",1977,5,1,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis reducta",NA,"Hoplitis reducta",34.4782,-117.9005
"743","Megachile sidalceae Cockerell, 1897","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658937755","BBSL311104","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile sidalceae",NA,"Megachile sidalceae",36,-116
"744","Melecta thoracica Cresson, 1875","POINT (-114.61413 34.84805)","USDA-ARS","PRESERVED_SPECIMEN","658942867","BBSL508440","1964-05-03T00:00:00",1964,5,3,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melecta thoracica",NA,"Melecta thoracica",34.84805,-114.61413
"745","Melissodes submenuacha Cockerell, 1897","POINT (-117.383 35.6965)","USDA-ARS","PRESERVED_SPECIMEN","658949095","BBSL514672","1965-09-22T00:00:00",1965,9,22,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes submenuacha",NA,"Melissodes submenuacha",35.6965,-117.383
"746","Osmia brevis Cresson, 1864","POINT (-116.49603 34.15608)","USDA-ARS","PRESERVED_SPECIMEN","658982782","KWC0001525","1983-06-06T00:00:00",1983,6,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia brevis",NA,"Osmia brevis",34.15608,-116.49603
"747","Osmia dolerosa Sandhouse, 1939","POINT (-117.9837 34.5211)","USDA-ARS","PRESERVED_SPECIMEN","658990387","BBSL799186","1936-05-11T00:00:00",1936,5,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia dolerosa",NA,"Osmia dolerosa",34.5211,-117.9837
"748","Osmia exigua Cresson, 1878","POINT (-117.4767 34.3617)","USDA-ARS","PRESERVED_SPECIMEN","658991142","KWC0011957","1981-05-28T00:00:00",1981,5,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia exigua",NA,"Osmia exigua",34.3617,-117.4767
"749","Perdita amoena Timberlake, 1956","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","659027123","106271","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita amoena",NA,"Perdita amoena",35,-115
"750","Xylocopa varipuncta Patton, 1879","POINT (-114.61413 34.84805)","USDA-ARS","PRESERVED_SPECIMEN","659042883","102766","1969-04-18T00:00:00",1969,4,18,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Xylocopa varipuncta",NA,"Xylocopa varipuncta",34.84805,-114.61413
"751","Perdita eremica Timberlake, 1964","POINT (-117.4448 36.4602)","USDA-ARS","PRESERVED_SPECIMEN","659053539","BBSL327794","1999-04-26T00:00:00",1999,4,26,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita eremica",NA,"Perdita eremica",36.4602,-117.4448
"752","Perdita stathamae stathamae","POINT (-114.61413 34.84805)","USDA-ARS","PRESERVED_SPECIMEN","659060117","156064","1964-05-03T00:00:00",1964,5,3,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita stathamae",NA,"Perdita stathamae",34.84805,-114.61413
"753","Perdita nigridia Timberlake, 1962","POINT (-117.1522 36.11411)","USDA-ARS","PRESERVED_SPECIMEN","659068579","151417","1978-06-20T00:00:00",1978,6,20,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita nigridia",NA,"Perdita nigridia",36.11411,-117.1522
"754","Andrena malacothricidis Thorp, 1969","POINT (-118.6059 34.776)","USDA-ARS","PRESERVED_SPECIMEN","658622228","BBSL186158","1976-04-28T00:00:00",1976,4,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena malacothricidis",NA,"Andrena malacothricidis",34.776,-118.6059
"755","Calliopsis helianthi (Swenk & Cockerell, 1907)","POINT (-117.9771 35.0168)","USDA-ARS","PRESERVED_SPECIMEN","658705523","121855","1986-04-30T00:00:00",1986,4,30,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Calliopsis helianthi",NA,"Calliopsis helianthi",35.0168,-117.9771
"756","Colletes hyalinus Provancher, 1888","POINT (-117.8764 37.2817)","USDA-ARS","PRESERVED_SPECIMEN","658743026","BBSL349415","2000-05-08T00:00:00",2000,5,8,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Colletes hyalinus",NA,"Colletes hyalinus",37.2817,-117.8764
"757","Eucera quadricincta (Timberlake, 1969)","POINT (-114.83255 34.99398)","USDA-ARS","PRESERVED_SPECIMEN","658780250","517555","1972-03-15T00:00:00",1972,3,15,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Eucera quadricincta",NA,"Eucera quadricincta",34.99398,-114.83255
"758","Hoplitis paroselae Michener, 1947","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658812740","BBSL676477","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis paroselae",NA,"Hoplitis paroselae",36,-116
"759","Lasioglossum ovaliceps (Cockerell, 1898)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658916448","BBSL293686","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum ovaliceps",NA,"Lasioglossum ovaliceps",36,-116
"760","Melissodes bimaculata bimaculata","POINT (-117.4283 34.3258)","USDA-ARS","PRESERVED_SPECIMEN","658952510","BBSL511880","1943-07-11T00:00:00",1943,7,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes bimaculata",NA,"Melissodes bimaculata",34.3258,-117.4283
